decision_time,job_id,allowed_machine_indices,avail_actions,action_idx,obs_current_op_type,obs_total_operations,obs_remaining_operations,obs_wait_time,obs_theoretical_machine_count,obs_free_machine_count,obs_n_jobs_active,finished_flag,job_status
17.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,1.0,3.0,3.0,7.0,0,WIP
17.0,3,"[0, 3, 4]","[1, 0, 0, 1, 1]",3,3.0,4.0,2.0,13.475000381469727,3.0,3.0,7.0,0,WIP
17.0,11,"[0, 1]","[1, 1, 0, 0, 0]",-1,5.0,4.0,4.0,0.0,2.0,2.0,7.0,0,WIP
18.0,9,"[0, 2, 4]","[1, 0, 1, 0, 1]",-1,9.0,2.0,1.0,0.20886939764022827,3.0,3.0,7.0,0,WIP
18.0,10,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,5.0,5.0,0.0,2.0,2.0,7.0,0,WIP
18.0,7,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,1.0,3.853004217147827,2.0,2.0,7.0,0,WIP
19.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
19.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
19.0,11,"[0, 1]","[1, 1, 0, 0, 0]",1,5.0,4.0,4.0,0.0,2.0,2.0,8.0,0,WIP
19.0,12,"[1, 3, 4]","[0, 1, 0, 1, 1]",4,8.0,5.0,5.0,0.0,3.0,3.0,8.0,0,WIP
19.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,4.0,1.0,13.675000190734863,4.0,4.0,8.0,0,WIP
20.0,9,"[0, 2, 4]","[1, 0, 1, 0, 1]",4,9.0,2.0,1.0,0.20886939764022827,3.0,3.0,9.0,0,WIP
20.0,10,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,5.0,5.0,0.0,2.0,2.0,9.0,0,WIP
20.0,6,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,5.0,3.0,12.16650104522705,3.0,3.0,9.0,0,WIP
20.0,13,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,1.0,1.0,0.0,3.0,3.0,9.0,0,WIP
20.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,9.0,0,WIP
20.1,7,"[2, 4]","[0, 0, 0, 0, 0]",-1,6.0,5.0,0.0,4.75300407409668,0.0,0.0,8.0,1,Completed
21.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
21.0,10,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,5.0,0.0,2.0,2.0,8.0,0,WIP
21.0,12,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,4.0,0.8351685404777527,1.0,1.0,8.0,0,WIP
21.0,11,[3],"[0, 0, 0, 1, 0]",3,7.0,4.0,3.0,2.1049022674560547,1.0,1.0,8.0,0,WIP
22.0,6,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,5.0,3.0,12.16650104522705,3.0,3.0,8.0,0,WIP
22.0,13,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,1.0,1.0,0.0,3.0,3.0,8.0,0,WIP
22.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,4.0,1.0,13.675000190734863,4.0,4.0,8.0,0,WIP
22.5,9,"[0, 2, 4]","[0, 0, 0, 0, 0]",-1,9.0,2.0,0.0,9.383869171142578,0.0,0.0,7.0,1,Completed
23.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
23.0,6,"[0, 3, 4]","[1, 0, 0, 1, 1]",4,3.0,5.0,3.0,12.16650104522705,3.0,3.0,8.0,0,WIP
23.0,13,"[0, 3, 4]","[1, 0, 0, 1, 1]",4,3.0,1.0,1.0,0.0,3.0,3.0,8.0,0,WIP
23.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,4.0,1.0,13.675000190734863,4.0,4.0,8.0,0,WIP
23.0,14,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,1.0,1.0,0.0,2.0,2.0,8.0,0,WIP
23.0,12,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,5.0,3.0,1.2601685523986816,2.0,2.0,8.0,0,WIP
24.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",2,9.0,5.0,4.0,5.156839847564697,3.0,3.0,8.0,0,WIP
24.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,8.0,0,WIP
24.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,8.0,0,WIP
24.0,14,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,1.0,1.0,0.0,2.0,2.0,8.0,0,WIP
24.0,12,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,3.0,1.2601685523986816,2.0,2.0,8.0,0,WIP
25.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
25.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
25.0,14,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,1.0,1.0,0.0,2.0,2.0,8.0,0,WIP
25.0,12,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,5.0,3.0,1.2601685523986816,2.0,2.0,8.0,0,WIP
25.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,4.0,2.0,4.174902439117432,3.0,3.0,8.0,0,WIP
25.0,6,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,5.0,2.0,16.091501235961914,4.0,4.0,8.0,0,WIP
26.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,9.0,0,WIP
26.0,15,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,2.0,2.0,0.0,3.0,3.0,9.0,0,WIP
26.85,13,"[0, 3, 4]","[0, 0, 0, 0, 0]",-1,3.0,1.0,0.0,5.587072372436523,0.0,0.0,8.0,1,Completed
25.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
27.0,14,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,1.0,1.0,0.0,2.0,2.0,8.0,0,WIP
27.0,12,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,5.0,3.0,1.2601685523986816,2.0,2.0,8.0,0,WIP
27.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,4.0,2.0,4.174902439117432,3.0,3.0,8.0,0,WIP
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,9.0,0,WIP
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,9.0,0,WIP
28.0,15,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,2.0,2.0,0.0,3.0,3.0,9.0,0,WIP
28.0,10,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,3.0,6.056839466094971,2.0,2.0,9.0,0,WIP
28.0,16,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,1.0,1.0,0.0,2.0,2.0,9.0,0,WIP
28.0,6,"[1, 3, 4]","[0, 1, 0, 1, 1]",3,8.0,5.0,1.0,18.01650047302246,3.0,3.0,9.0,0,WIP
25.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
29.0,14,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
29.0,12,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,5.0,3.0,1.2601685523986816,2.0,2.0,10.0,0,WIP
29.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,4.0,2.0,4.174902439117432,3.0,3.0,10.0,0,WIP
29.0,16,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
29.0,17,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,3.0,3.0,0.0,4.0,4.0,10.0,0,WIP
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,9.0,0,WIP
30.0,12,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,5.0,3.0,1.2601685523986816,2.0,2.0,10.0,0,WIP
30.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,4.0,2.0,4.174902439117432,3.0,3.0,10.0,0,WIP
30.0,16,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
30.0,17,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,3.0,3.0,0.0,4.0,4.0,10.0,0,WIP
30.0,15,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,2.0,1.0,2.744171142578125,3.0,3.0,10.0,0,WIP
30.625,6,"[1, 3, 4]","[0, 0, 0, 0, 0]",-1,8.0,5.0,0.0,18.116500854492188,0.0,0.0,9.0,1,Completed
31.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,1.0,3.0,3.0,9.0,0,WIP
31.0,10,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,5.0,2.0,6.906839847564697,4.0,4.0,9.0,0,WIP
31.575,15,"[1, 2, 4]","[0, 0, 0, 0, 0]",-1,4.0,2.0,0.0,3.169171094894409,0.0,0.0,8.0,1,Completed
31.8,14,"[2, 4]","[0, 0, 0, 0, 0]",-1,6.0,1.0,0.0,6.427074432373047,0.0,0.0,7.0,1,Completed
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,9.0,0,WIP
32.0,12,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,3.0,1.2601685523986816,2.0,2.0,7.0,0,WIP
32.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",2,4.0,4.0,2.0,4.174902439117432,3.0,3.0,7.0,0,WIP
32.0,16,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,1.0,1.0,0.0,2.0,2.0,7.0,0,WIP
32.0,17,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,3.0,3.0,0.0,4.0,4.0,7.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
33.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,4.0,2.0,4.174902439117432,3.0,3.0,8.0,0,WIP
33.0,16,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,1.0,1.0,0.0,2.0,2.0,8.0,0,WIP
33.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",2,9.0,5.0,1.0,7.806839466094971,3.0,3.0,8.0,0,WIP
33.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,3.0,3.0,0.0,4.0,4.0,8.0,0,WIP
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,9.0,0,WIP
34.0,17,"[0, 1]","[1, 1, 0, 0, 0]",0,5.0,3.0,2.0,3.4982872009277344,2.0,2.0,8.0,0,WIP
34.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",0,9.0,5.0,1.0,7.806839466094971,3.0,3.0,8.0,0,WIP
34.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",3,1.0,3.0,3.0,0.0,4.0,4.0,8.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
35.0,19,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,5.0,5.0,0.0,4.0,4.0,9.0,0,WIP
35.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",-1,9.0,5.0,1.0,7.806839466094971,3.0,3.0,9.0,0,WIP
35.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,3.0,3.0,0.0,4.0,4.0,9.0,0,WIP
35.0,12,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,2.0,11.015168190002441,1.0,1.0,9.0,0,WIP
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,9.0,0,WIP
36.0,11,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,4.0,1.0,12.534902572631836,4.0,4.0,10.0,0,WIP
36.0,20,"[0, 3, 4]","[1, 0, 0, 1, 1]",3,3.0,2.0,2.0,0.0,3.0,3.0,10.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
37.0,19,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,5.0,5.0,0.0,4.0,4.0,10.0,0,WIP
37.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",2,9.0,5.0,1.0,7.806839466094971,3.0,3.0,10.0,0,WIP
37.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",3,1.0,3.0,3.0,0.0,4.0,4.0,10.0,0,WIP
37.0,12,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,2.0,11.015168190002441,1.0,1.0,10.0,0,WIP
37.0,17,"[0, 2]","[1, 0, 1, 0, 0]",0,2.0,3.0,1.0,4.273287296295166,2.0,2.0,10.0,0,WIP
37.575,11,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",-1,1.0,4.0,0.0,13.43490219116211,0.0,0.0,9.0,1,Completed
37.9,16,"[2, 4]","[0, 0, 0, 0, 0]",-1,6.0,1.0,0.0,7.824438571929932,0.0,0.0,9.0,1,Completed
38.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,10.0,0,WIP
38.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",-1,9.0,5.0,1.0,7.806839466094971,3.0,3.0,10.0,0,WIP
38.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,3.0,3.0,0.0,4.0,4.0,10.0,0,WIP
38.0,12,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,2.0,11.015168190002441,1.0,1.0,10.0,0,WIP
38.0,17,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,3.0,1.0,4.273287296295166,2.0,2.0,10.0,0,WIP
38.0,21,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,4.0,4.0,0.0,4.0,4.0,10.0,0,WIP
38.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,0.09048189222812653,1.0,1.0,10.0,0,WIP
38.0,22,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,3.0,3.0,0.0,3.0,3.0,10.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
39.82,20,[3],"[0, 0, 0, 0, 0]",-1,7.0,2.0,0.0,0.3404819071292877,0.0,0.0,9.0,1,Completed
40.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,4.0,1.0,13.675000190734863,4.0,4.0,9.0,0,WIP
40.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",-1,9.0,5.0,1.0,7.806839466094971,3.0,3.0,9.0,0,WIP
40.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,3.0,3.0,0.0,4.0,4.0,9.0,0,WIP
40.0,12,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,2.0,11.015168190002441,1.0,1.0,9.0,0,WIP
40.0,17,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,3.0,1.0,4.273287296295166,2.0,2.0,9.0,0,WIP
40.0,19,"[0, 2, 4]","[1, 0, 1, 0, 1]",0,9.0,5.0,4.0,3.318690061569214,3.0,3.0,9.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
41.0,22,"[0, 2, 4]","[1, 0, 1, 0, 1]",4,9.0,3.0,2.0,0.08413825929164886,3.0,3.0,10.0,0,WIP
41.0,23,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
41.0,21,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,4.0,3.0,1.7707655429840088,4.0,4.0,10.0,0,WIP
42.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,4.0,1.0,13.675000190734863,4.0,4.0,10.0,0,WIP
42.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",2,9.0,5.0,1.0,7.806839466094971,3.0,3.0,10.0,0,WIP
42.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",3,1.0,3.0,3.0,0.0,4.0,4.0,10.0,0,WIP
42.0,12,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,2.0,11.015168190002441,1.0,1.0,10.0,0,WIP
42.0,17,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,3.0,1.0,4.273287296295166,2.0,2.0,10.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,1.0,3.0,3.0,8.0,0,WIP
43.0,23,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
43.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",-1,9.0,5.0,1.0,7.806839466094971,3.0,3.0,10.0,0,WIP
