decision_time,job_id,allowed_machine_indices,avail_actions,action_idx,obs_current_op_type,obs_total_operations,obs_remaining_operations,obs_wait_time,obs_theoretical_machine_count,obs_free_machine_count,obs_n_jobs_active,finished_flag,job_status
18.0,7,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,1.0,4.853003978729248,2.0,2.0,7.0,0,WIP
19.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,3.0,3.0,3.0,8.0,0,WIP
19.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,3.0,3.0,3.0,8.0,0,WIP
19.0,11,"[0, 1]","[1, 1, 0, 0, 0]",1,5.0,4.0,4.0,1.0,2.0,2.0,8.0,0,WIP
19.0,12,"[1, 3, 4]","[0, 1, 0, 1, 1]",4,8.0,5.0,5.0,0.0,3.0,3.0,8.0,0,WIP
19.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,4.0,1.0,14.675000190734863,4.0,4.0,8.0,0,WIP
20.0,9,"[0, 2, 4]","[1, 0, 1, 0, 1]",4,9.0,2.0,1.0,3.208869457244873,3.0,3.0,9.0,0,WIP
20.0,10,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,5.0,5.0,2.0,2.0,2.0,9.0,0,WIP
20.0,6,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,5.0,3.0,14.16650104522705,3.0,3.0,9.0,0,WIP
20.0,13,"[0, 3, 4]","[1, 0, 0, 1, 1]",-1,3.0,1.0,1.0,0.0,3.0,3.0,9.0,0,WIP
20.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,4.0,1.0,14.675000190734863,4.0,4.0,9.0,0,WIP
21.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,3.0,3.0,3.0,8.0,0,WIP
21.0,10,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,5.0,2.0,2.0,2.0,8.0,0,WIP
21.0,12,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,4.0,0.8351685404777527,1.0,1.0,8.0,0,WIP
21.0,11,[3],"[0, 0, 0, 1, 0]",3,7.0,4.0,3.0,3.1049022674560547,1.0,1.0,8.0,0,WIP
22.0,6,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,5.0,3.0,15.16650104522705,3.0,3.0,8.0,0,WIP
22.0,13,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,0,WIP
22.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,4.0,1.0,15.675000190734863,4.0,4.0,8.0,0,WIP
23.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,4.0,3.0,3.0,8.0,0,WIP
23.0,6,"[0, 3, 4]","[1, 0, 0, 1, 1]",4,3.0,5.0,3.0,15.16650104522705,3.0,3.0,8.0,0,WIP
23.0,13,"[0, 3, 4]","[1, 0, 0, 1, 1]",4,3.0,1.0,1.0,1.0,3.0,3.0,8.0,0,WIP
23.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,4.0,1.0,15.675000190734863,4.0,4.0,8.0,0,WIP
23.0,14,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,1.0,1.0,0.0,2.0,2.0,8.0,0,WIP
23.0,12,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,5.0,3.0,1.2601685523986816,2.0,2.0,8.0,0,WIP
24.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",2,9.0,5.0,4.0,7.156839847564697,3.0,3.0,8.0,0,WIP
24.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,15.675000190734863,4.0,4.0,8.0,0,WIP
24.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,15.675000190734863,4.0,4.0,8.0,0,WIP
24.0,14,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,1.0,1.0,0.0,2.0,2.0,8.0,0,WIP
24.0,12,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,3.0,1.2601685523986816,2.0,2.0,8.0,0,WIP
25.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,5.0,3.0,3.0,8.0,0,WIP
25.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,5.0,3.0,3.0,8.0,0,WIP
25.0,14,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,1.0,1.0,0.0,2.0,2.0,8.0,0,WIP
25.0,12,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,5.0,3.0,1.2601685523986816,2.0,2.0,8.0,0,WIP
25.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,4.0,2.0,5.174902439117432,3.0,3.0,8.0,0,WIP
25.0,6,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,5.0,2.0,19.091501235961914,4.0,4.0,8.0,0,WIP
26.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,4.0,1.0,15.675000190734863,4.0,4.0,9.0,0,WIP
26.0,15,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,2.0,2.0,0.0,3.0,3.0,9.0,0,WIP
25.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,5.0,3.0,3.0,8.0,0,WIP
27.0,14,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,1.0,1.0,1.0,2.0,2.0,8.0,0,WIP
27.0,12,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,5.0,3.0,2.2601685523986816,2.0,2.0,8.0,0,WIP
27.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,4.0,2.0,6.174902439117432,3.0,3.0,8.0,0,WIP
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,16.674999237060547,4.0,4.0,9.0,0,WIP
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,16.674999237060547,4.0,4.0,9.0,0,WIP
28.0,15,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,2.0,2.0,1.0,3.0,3.0,9.0,0,WIP
28.0,10,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,3.0,8.056839942932129,2.0,2.0,9.0,0,WIP
28.0,16,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,1.0,1.0,0.0,2.0,2.0,9.0,0,WIP
28.0,6,"[1, 3, 4]","[0, 1, 0, 1, 1]",3,8.0,5.0,1.0,21.01650047302246,3.0,3.0,9.0,0,WIP
25.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",2,8.0,3.0,2.0,5.0,3.0,3.0,8.0,0,WIP
29.0,14,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,1.0,1.0,2.0,2.0,2.0,10.0,0,WIP
29.0,12,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,5.0,3.0,3.2601685523986816,2.0,2.0,10.0,0,WIP
29.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,4.0,2.0,7.174902439117432,3.0,3.0,10.0,0,WIP
29.0,16,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
29.0,17,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,3.0,3.0,0.0,4.0,4.0,10.0,0,WIP
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,16.674999237060547,4.0,4.0,9.0,0,WIP
30.0,12,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,5.0,3.0,3.2601685523986816,2.0,2.0,10.0,0,WIP
30.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",-1,4.0,4.0,2.0,7.174902439117432,3.0,3.0,10.0,0,WIP
30.0,16,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
30.0,17,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,3.0,3.0,0.0,4.0,4.0,10.0,0,WIP
30.0,15,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,2.0,1.0,3.744171142578125,3.0,3.0,10.0,0,WIP
31.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",-1,8.0,3.0,2.0,5.0,3.0,3.0,9.0,0,WIP
31.0,10,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,5.0,2.0,8.906839370727539,4.0,4.0,9.0,0,WIP
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,16.674999237060547,4.0,4.0,9.0,0,WIP
32.0,12,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,5.0,3.0,4.260168552398682,2.0,2.0,7.0,0,WIP
32.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",2,4.0,4.0,2.0,8.174901962280273,3.0,3.0,7.0,0,WIP
32.0,16,"[2, 4]","[0, 0, 1, 0, 1]",2,6.0,1.0,1.0,1.0,2.0,2.0,7.0,0,WIP
32.0,17,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",0,1.0,3.0,3.0,1.0,4.0,4.0,7.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,6.0,3.0,3.0,8.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,6.0,3.0,3.0,8.0,0,WIP
33.0,11,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,4.0,2.0,8.174901962280273,3.0,3.0,8.0,0,WIP
33.0,16,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,1.0,1.0,1.0,2.0,2.0,8.0,0,WIP
33.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",2,9.0,5.0,1.0,9.806839942932129,3.0,3.0,8.0,0,WIP
33.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,3.0,3.0,0.0,4.0,4.0,8.0,0,WIP
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,16.674999237060547,4.0,4.0,9.0,0,WIP
34.0,17,"[0, 1]","[1, 1, 0, 0, 0]",0,5.0,3.0,2.0,4.498287200927734,2.0,2.0,8.0,0,WIP
34.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",0,9.0,5.0,1.0,9.806839942932129,3.0,3.0,8.0,0,WIP
34.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",3,1.0,3.0,3.0,0.0,4.0,4.0,8.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,6.0,3.0,3.0,8.0,0,WIP
35.0,19,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,5.0,5.0,0.0,4.0,4.0,9.0,0,WIP
35.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",-1,9.0,5.0,1.0,9.806839942932129,3.0,3.0,9.0,0,WIP
35.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,3.0,3.0,0.0,4.0,4.0,9.0,0,WIP
35.0,12,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,2.0,14.015168190002441,1.0,1.0,9.0,0,WIP
28.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",1,1.0,4.0,1.0,16.674999237060547,4.0,4.0,9.0,0,WIP
36.0,11,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,4.0,1.0,16.534902572631836,4.0,4.0,10.0,0,WIP
36.0,20,"[0, 3, 4]","[1, 0, 0, 1, 1]",3,3.0,2.0,2.0,0.0,3.0,3.0,10.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,6.0,3.0,3.0,8.0,0,WIP
37.0,19,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,5.0,5.0,1.0,4.0,4.0,10.0,0,WIP
37.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",2,9.0,5.0,1.0,10.806839942932129,3.0,3.0,10.0,0,WIP
37.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",3,1.0,3.0,3.0,1.0,4.0,4.0,10.0,0,WIP
37.0,12,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,2.0,15.015168190002441,1.0,1.0,10.0,0,WIP
37.0,17,"[0, 2]","[1, 0, 1, 0, 0]",0,2.0,3.0,1.0,5.273287296295166,2.0,2.0,10.0,0,WIP
38.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,4.0,1.0,16.674999237060547,4.0,4.0,10.0,0,WIP
38.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",-1,9.0,5.0,1.0,10.806839942932129,3.0,3.0,10.0,0,WIP
38.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,3.0,3.0,1.0,4.0,4.0,10.0,0,WIP
38.0,12,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,2.0,15.015168190002441,1.0,1.0,10.0,0,WIP
38.0,17,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,3.0,1.0,5.273287296295166,2.0,2.0,10.0,0,WIP
38.0,21,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,4.0,4.0,0.0,4.0,4.0,10.0,0,WIP
38.0,20,[3],"[0, 0, 0, 1, 0]",3,7.0,2.0,1.0,0.09048189222812653,1.0,1.0,10.0,0,WIP
38.0,22,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,3.0,3.0,0.0,3.0,3.0,10.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,6.0,3.0,3.0,8.0,0,WIP
40.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,4.0,1.0,17.674999237060547,4.0,4.0,9.0,0,WIP
40.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",-1,9.0,5.0,1.0,11.806839942932129,3.0,3.0,9.0,0,WIP
40.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,3.0,3.0,2.0,4.0,4.0,9.0,0,WIP
40.0,12,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,2.0,16.015169143676758,1.0,1.0,9.0,0,WIP
40.0,17,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,3.0,1.0,6.273287296295166,2.0,2.0,9.0,0,WIP
40.0,19,"[0, 2, 4]","[1, 0, 1, 0, 1]",0,9.0,5.0,4.0,4.318689823150635,3.0,3.0,9.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,6.0,3.0,3.0,8.0,0,WIP
41.0,22,"[0, 2, 4]","[1, 0, 1, 0, 1]",4,9.0,3.0,2.0,0.08413825929164886,3.0,3.0,10.0,0,WIP
41.0,23,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,1.0,1.0,0.0,2.0,2.0,10.0,0,WIP
41.0,21,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",4,1.0,4.0,3.0,1.7707655429840088,4.0,4.0,10.0,0,WIP
42.0,3,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",2,1.0,4.0,1.0,18.674999237060547,4.0,4.0,10.0,0,WIP
42.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",2,9.0,5.0,1.0,12.806839942932129,3.0,3.0,10.0,0,WIP
42.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",3,1.0,3.0,3.0,3.0,4.0,4.0,10.0,0,WIP
42.0,12,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,2.0,17.015169143676758,1.0,1.0,10.0,0,WIP
42.0,17,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,3.0,1.0,7.273287296295166,2.0,2.0,10.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,6.0,3.0,3.0,8.0,0,WIP
43.0,23,"[0, 2]","[1, 0, 1, 0, 0]",2,2.0,1.0,1.0,1.0,2.0,2.0,10.0,0,WIP
43.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",-1,9.0,5.0,1.0,12.806839942932129,3.0,3.0,10.0,0,WIP
43.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",-1,1.0,3.0,3.0,3.0,4.0,4.0,10.0,0,WIP
43.0,12,[3],"[0, 0, 0, 1, 0]",-1,7.0,5.0,2.0,17.015169143676758,1.0,1.0,10.0,0,WIP
43.0,17,"[0, 2]","[1, 0, 1, 0, 0]",-1,2.0,3.0,1.0,7.273287296295166,2.0,2.0,10.0,0,WIP
43.0,22,"[1, 3, 4]","[0, 1, 0, 1, 1]",1,8.0,3.0,1.0,0.9841382503509521,3.0,3.0,10.0,0,WIP
43.0,19,"[2, 4]","[0, 0, 1, 0, 1]",-1,6.0,5.0,3.0,5.168690204620361,2.0,2.0,10.0,0,WIP
44.0,22,"[1, 3, 4]","[0, 1, 0, 1, 1]",3,8.0,3.0,1.0,0.9841382503509521,3.0,3.0,10.0,0,WIP
44.0,24,"[1, 2, 4]","[0, 1, 1, 0, 1]",1,4.0,5.0,5.0,0.0,3.0,3.0,10.0,0,WIP
44.0,21,"[0, 3, 4]","[1, 0, 0, 1, 1]",0,3.0,4.0,2.0,3.9707655906677246,3.0,3.0,10.0,0,WIP
33.0,0,"[1, 3, 4]","[0, 1, 0, 1, 1]",0,8.0,3.0,2.0,6.0,3.0,3.0,8.0,0,WIP
45.0,10,"[0, 2, 4]","[1, 0, 1, 0, 1]",0,9.0,5.0,1.0,13.806839942932129,3.0,3.0,10.0,0,WIP
45.0,18,"[0, 2, 3, 4]","[1, 0, 1, 1, 1]",3,1.0,3.0,3.0,4.0,4.0,4.0,10.0,0,WIP
45.0,12,[3],"[0, 0, 0, 1, 0]",3,7.0,5.0,2.0,18.015169143676758,1.0,1.0,10.0,0,WIP
45.0,17,"[0, 2]","[1, 0, 1, 0, 0]",0,2.0,3.0,1.0,8.273286819458008,2.0,2.0,10.0,0,WIP
45.0,19,"[2, 4]","[0, 0, 1, 0, 1]",4,6.0,5.0,3.0,6.168690204620361,2.0,2.0,10.0,0,WIP
